dataset,bundle_id,true_indice,true_option_char,baseline_prediction,two_stage_prediction,baseline_hit,two_stage_hit,baseline_to_two_stage,candidate_set_same,candidate_overlap_count,stage1_evidence_present,stage1_proxy_prediction,stage1_proxy_hit,stage1_to_stage2,stage1_signals_used,stage1_correct_unique_signals,stage1_wrong_unique_signals,two_stage_confidence,input_indices,baseline_candidate_indices,two_stage_candidate_indices,two_stage_reasoning,input_str,two_stage_target_str
pog_dense,17881,30641,E,A,E,0,1,fail_to_success,True,10,True,E,1,both_success,bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[3425, 24345]","[1593, 11245, 5850, 25157, 30641, 6315, 1197, 17414, 15628, 18736]","[1593, 11245, 5850, 25157, 30641, 6315, 1197, 17414, 15628, 18736]","The partial outfit consists of a winter cotton coat and boots. Option E (a wool beret) is a highly appropriate winter accessory that complements the outfit. Furthermore, the retrieval evidence shows a strong positive BI co-occurrence signal (7) and a high bi_lightgcn_similarity score (0.854), indicating it is frequently bundled with similar items.",1. MG小象中长款加厚棉衣女2018冬季新款宽松原宿棉袄学生休闲棉服潮; 2. 2018冬季新款短筒马丁靴平底女靴网红春秋小短靴女瘦瘦靴粗跟靴子,A. 韩国港味宽松高腰阔腿裤女秋季chic松紧直筒西裤长裤灰色休闲裤; B. 韩都衣舍2018新款女装春装韩版高腰型牛仔裙半身裙MR7571汩0; C. 夏莫卡白色西装裤锥形直筒裤高品质宽松显瘦阔腿裤女2019春夏K55; D. 街舞运动裤女港风ins超火的嘻哈宽松怪味少女直筒休闲爵士裤子潮; E. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; F. 露肩荷叶边吊带连衣裙蛋糕裙长裙女巴厘岛海边沙滩度假仙女裙子夏; G. 滕雨佳 小衫女2018新款春款喇叭袖雪纺衫上衣宽松衬衣仙女打底衫; H. MG小象中长款呢子外套女秋冬新款学生宽松2018流行收腰毛呢大衣潮; I. 沈太太S925纯银耳环女气质韩国简约小五角星淡水珍珠贝壳耳坠耳钩; J. TEENLADY原创欧洲站铆钉菱格链条包2018新款五角星水桶包斜挎手提
pog_dense,18024,24876,E,E,E,1,1,both_success,True,10,True,E,1,both_success,bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,embedding_similarity|ui_lightgcn_similarity,high,"[4549, 13598]","[601, 5361, 27146, 20004, 24876, 24404, 26122, 29605, 26189, 24512]","[601, 5361, 27146, 20004, 24876, 24404, 26122, 29605, 26189, 24512]","The partial outfit consists of men's items (a watch and casual sneakers). Candidate E is the only item in the list that is also a men's clothing item (a sweatshirt), and it has the highest BI co-occurrence signal (2) and the highest BI LightGCN similarity score, indicating a strong historical association with the items in the bundle.",1. 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表; 2. 春季2019新款男士休闲鞋运动板鞋韩版潮流鞋子百搭黑色皮鞋男夏季,A. 新款东北冬季韩版时尚轻便保暖加绒防水防滑雪地靴女棉鞋短筒棉靴; B. 情侣一对戒指定制创意雕刻字纯银男女开口简约学生照片礼物首饰品; C. 冬装上衣甜美长袖毛呢外套毛领装饰麂皮绒chic呢子大衣中长款女-; D. 妖精的口袋春装chic小脚刺绣九分裤修身铅笔裤牛仔裤子女; E. 马切达春季男装日系复古创意撞色拼接卫衣青年圆领宽松套头上衣潮; F. 迷你小包包2018新款潮韩版简约百搭chic单肩斜挎少女包ins豆腐包; G. 热风2018夏季新款休闲复古松糕女鞋百搭厚底女士凉鞋H59W8601; H. 韩都衣舍2018韩版女装秋装新款系带显瘦荷叶边长袖连衣裙JN7654埕; I. 范思蓝恩黄色雪纺衬衫女设计感小众韩版灯笼袖很仙的上衣洋气衬衣; J. 高跟凉鞋女防水台女式真皮镂空水钻夏季新款33小码厚底粗跟鱼嘴鞋
pog_dense,18039,5863,B,B,B,1,1,both_success,True,10,True,B,1,both_success,bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,,high,"[7459, 4549]","[29661, 5863, 22831, 13879, 19660, 18053, 21330, 27352, 11210, 5142]","[29661, 5863, 22831, 13879, 19660, 18053, 21330, 27352, 11210, 5142]","The partial outfit consists of men's clothing (casual pants) and a men's watch. Candidate B is a men's T-shirt from the same brand ('马切达') as the pants in the partial outfit. It also has the highest bundle co-occurrence count (2) and the highest LightGCN similarity score (0.999), making it the most logical and statistically supported addition.",1. 马切达原创日系复古纯色剪裁休闲裤简约欧美风收口束脚裤男士布裤; 2. 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表,A. suitor牛仔裤基础款女水洗2019春装新款修身高腰卷边九分裤; B. 马切达秋季宽松圆领薄款打底衫男青年套头tee日系复古休闲做旧T恤; C. 【重复】嘉里奥新款真皮女单肩斜挎包 迷你潮流小猪包包马鞍包; D. superelephant2017秋冬新款方扣水钻一字拖时尚平底毛毛拖鞋外穿; E. 麻霖文艺原创棉麻女装2019春夏款清新印花轻薄苎麻连衣裙长裙; F. 范思蓝恩白色仿水貂绒外套女中长款2018冬新款零羊绒大衣毛呢外套; G. 足伊妮短靴女靴子马丁靴粗跟裸靴加绒袜靴2018新款韩版百搭袜子鞋; H. 欧洲站2019春季新款松糕鞋女真皮厚底徽章小白鞋系带运动休闲鞋潮; I. 连衣裙女2019春装新款法式小众拼色百褶背心裙配荷叶边衬衫两件套; J. FENDAS不规则假两件中长款宽松休闲露肩chic牛仔衬衫马甲上衣女夏
pog_dense,18195,19253,A,F,A,0,1,fail_to_success,True,10,True,J,0,fail_to_success,bi_signal|embedding_similarity,,embedding_similarity,medium,"[23310, 13625]","[19253, 8016, 15384, 29105, 2120, 1237, 11080, 3946, 9829, 5651]","[19253, 8016, 15384, 29105, 2120, 1237, 11080, 3946, 9829, 5651]","The partial outfit consists of a casual white T-shirt and white sneakers, which represents a casual, youthful, and feminine style. Option A (a transparent jelly bag) is a popular fashion accessory that complements this casual, 'ins-style' aesthetic. Furthermore, the retrieval evidence shows a positive BI co-occurrence signal (bi_signal: 1) for option A, suggesting it is frequently bundled with similar items.",1. MG小象白色T恤女短袖闺蜜装夏季纯棉体恤衣服荷叶边不规则上衣潮; 2. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501,A. 拉菲斯汀2018新款透明包包女手提袋透明购物袋果冻包女ins超火包; B. 裸色高跟鞋女粗跟春季2019新款韩版尖头百搭绑带学生春款少女单鞋; C. Nike耐克男鞋2019夏秋季新款黑武士运动鞋跑鞋飞线鞋子网面跑步鞋; D. 设计师品牌低帮休闲街头潮流透气舒适真牛皮运动板鞋球鞋男女鞋; E. 原形 加厚夹棉保暖外套 2019春新款女装韩版军工装连帽风衣; F. 秋装女2018新款韩版高腰木耳边宽松牛仔半身裙学生ulzzangA字裙; G. 小脚！Mbbcar欧美西海岸原宿潮重磅洗水黑牛赤耳丹宁牛仔裤718A; H. cheeseY韩版T恤女夏季2019新款粉色交叉V领短款高腰修身露脐上衣; I. 冬装2018新款东大门羽绒棉服女中长款过膝棉衣加厚棉袄冬季外套女; J. 韩国镀18k玫瑰金戒指love项链女锁骨链简约双环指环吊坠情侣饰品
pog_dense,18241,13625,E,E,A,1,0,success_to_fail,True,10,True,I,0,both_fail,metadata_fit|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,ui_lightgcn_similarity,embedding_similarity|bi_lightgcn_similarity,medium,"[4245, 2952]","[1082, 3372, 21354, 10540, 13625, 29941, 18316, 27296, 1572, 8478]","[1082, 3372, 21354, 10540, 13625, 29941, 18316, 27296, 1572, 8478]","The partial outfit consists of a loose, hip-hop style long-sleeve t-shirt and wide-leg sports pants, which align with a casual, loose-fitting aesthetic. Option A (a loose, wide-leg casual pant) matches the category and style profile of the existing items better than the other options, which include formal shoes, skirts, or items with poor category fit.",1. 2018早春上衣学生丧系衣服女怪味宽松韩版原宿港风t恤嘻哈bf长袖; 2. 逸阳女裤2019春季新款校服裤开叉侧边条宽松直筒阔腿运动裤子0234,A. 秘密盒子 回顾经典新款高腰简约通勤时尚宽松阔腿裤长裤休闲裤女; B. 婚鞋女2019新款新娘鞋红色水钻方扣高跟鞋女细跟黑色绸缎尖头单鞋; C. 三彩2018春装新品 松紧高腰修身显瘦宽松A字阔腿裤短裤休闲裤女; D. 黑色打底裤袜2017秋冬季新款韩版百搭学生防走光高腰薄紧身外穿女; E. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; F. 韩都衣舍2018韩版女装秋装新款宽松显瘦中长款毛呢外套NG9479茵; G. 2018秋冬尖头弹力袜子靴女袜鞋高跟靴子针织瘦瘦靴袜靴女细跟短靴; H. Teenie Weenie小熊装女短裙半身裙A字裙TTWH74T05B; I. GENANX闪电潮牌垮裤男秋季黑白条纹嘻哈束脚韩版吊裆裤男潮流宽松; J. 衣品乐原创大码宽松休闲松紧腰磨白破洞牛仔短裤女2019夏装新款
pog_dense,18245,26352,I,A,C,0,0,both_fail,True,10,True,,,,bi_signal|embedding_similarity,bi_signal,embedding_similarity,medium,"[14390, 5080]","[23057, 27141, 7648, 17913, 8061, 15048, 6033, 26974, 26352, 13930]","[23057, 27141, 7648, 17913, 8061, 15048, 6033, 26974, 26352, 13930]","The partial outfit consists of a casual baseball cap and casual canvas shoes, which suggests a relaxed, sporty, or student-style aesthetic. Option C (a canvas bag) is the most stylistically consistent accessory for this casual, everyday look. While other options like jewelry (H, J) or bags (B, F) are possible, the canvas bag aligns best with the 'casual/student' vibe established by the canvas shoes and baseball cap. Option I has a BI count, but it is a dress that does not fit the casual aesthetic of the existing items.",1. 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽; 2. Tweak特威克春夏女鞋基本款低帮帆布鞋 平底运动休闲板鞋全国包邮,A. 法式复古设计感小众红色夏季海边沙滩度假过膝长款气质连衣裙女; B. 2019新款亚克力闪粉包包液体透明包包女小方包单肩斜跨链条盒子包; C. 原创小众帆布包女单肩文艺小清新森系学生简约百搭条纹棉麻布袋; D. 【GP韩国正品】MLB棒球帽EXO明星同款春夏NY弯檐鸭舌帽LA男女帽子; E. 帽子女春夏韩版百搭棒球帽时尚防晒帽潮人遮阳帽出游太阳帽鸭舌帽; F. venuco真皮女包2019新款头层牛皮小方包女迷你单肩小包斜挎豆腐包; G. 衣品乐原创大码宽松加厚麂皮绒连帽外套胖MM女装中长款冬季Q947; H. 毛衣链长款百搭简约网红同款高档装饰毛衣项链女水晶吊坠挂件饰品; I. 老链接2018秋装新款女装灯笼袖长袖短款粉色时尚连衣裙短裙女嬛; J. 少女心ins耳环长款超仙气质爱心耳坠韩国红色心形螺旋耳夹式吊坠
pog_dense,18365,1848,C,A,C,0,1,fail_to_success,True,10,True,C,1,both_success,metadata_fit|bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_lightgcn_similarity,metadata_fit|ui_lightgcn_similarity,medium,"[13625, 9339]","[12427, 21061, 1848, 18809, 7327, 11149, 23853, 5443, 27852, 5586]","[12427, 21061, 1848, 18809, 7327, 11149, 23853, 5443, 27852, 5586]","The partial outfit consists of casual white sneakers and delicate floral earrings, suggesting a feminine, casual, and stylish aesthetic. Candidate C (a leather chain bag) has a positive BI co-occurrence signal (BI co-occ 1) and a high LightGCN similarity score (0.898), indicating it is frequently paired with similar items in fashion datasets. Other options like D or H also have BI signals, but a stylish chain bag is a more versatile and common accessory to complete this specific casual-chic look.",1. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 2. 韩国气质个性简约创意小珍珠滴釉花朵纯银耳钉女百搭耳环耳坠饰品,A. 小瑞靓包锁扣小方包包女2019新款时尚百搭单肩斜挎包链条小包女包; B. 春季磨毛t恤宽松中长款体恤内搭长袖t恤打底衫学生女白色上衣女; C. 链条包CASSILE 夏季牛皮流苏包欧美时尚双拉链女单肩包斜挎包小; D. 春季的老连接 2018新款女春韩版宽松显瘦假两件学生打底RW7722瑒; E. ins超火的袜子鞋夏季新款透气网面运动鞋平底高帮长筒袜套弹力靴; F. 林珊珊 2019夏季新款仙女气质温柔裙子蕾丝花边V领提花雪纺连衣裙; G. 麦昆小白鞋女2019春款真皮内增高厚底休闲运动球鞋百搭情侣板鞋潮; H. 刺绣蕾丝裙蓬蓬温柔裙超仙少女宽松连衣裙; I. 戈美其2017冬季新品韩版裸靴时尚高跟鞋尖头简约女鞋复古时装靴子; J. 九分阔腿裤女夏2019新款韩版薄款高腰哈伦裤白色休闲裤萝卜裤子
pog_dense,18369,3858,E,J,G,0,0,both_fail,True,10,True,G,0,both_fail,metadata_fit|bi_signal|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,,bi_signal|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[26931, 30641]","[6170, 22996, 18256, 29236, 3858, 1980, 22864, 18944, 15203, 2795]","[6170, 22996, 18256, 29236, 3858, 1980, 22864, 18944, 15203, 2795]","Candidate G has the highest BI co-occurrence signal (1) and the highest bi_lightgcn_similarity (0.915), indicating a strong historical association with the items in the bundle. It also fits the category of a stylish bag, which complements the existing items.",1. 春季小包包女2019新款潮韩版百搭斜挎单肩丝绒链条时尚休闲小方包; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子,A. MG小象一字领连衣裙女夏2019新款韩版粉色蝴蝶结超仙甜美a字裙潮; B. 茵曼女鞋2018新款单鞋明星休闲小白鞋系带百搭板鞋4871030099; C. INCA复古马鞍包女半圆单肩斜挎简约百搭少女小挎包韩版2018新款; D. 青蔷薇2019夏装新款学生小清新字母印花宽松半袖T恤女cec短袖上衣; E. 虎牙犬牙 牛仔裤女2019新款夏季ins怪味少女裤直筒宽松chic老爹裤; F. 网红小包包2019新款潮韩版百搭个性时尚手提小清新少女包单肩斜挎; G. 小瑞靓包 拼色信封手拿包包女2018新款简约时尚单肩小包斜挎包潮; H. VH女包2019新款单肩包牛皮女士斜挎包时尚手提包链条大方形风琴包; I. 【SASA小姐】定制 夏款时尚随性流苏边前后拉链设计牛仔短裤女; J. 鞋子女2019新款春季真皮尖头单鞋复古罗马浅口平底交叉绑带鞋
pog_dense,18504,29615,C,J,J,0,0,both_fail,True,10,True,J,0,both_fail,bi_signal,,bi_signal,high,"[28546, 24847]","[16568, 28276, 29615, 27675, 21610, 14996, 6269, 24231, 11934, 20147]","[16568, 28276, 29615, 27675, 21610, 14996, 6269, 24231, 11934, 20147]","The partial outfit consists of a women's watch and women's earrings, which are fashion accessories. Option J (a women's shoulder bag) is a complementary fashion accessory that fits the style and category of the existing items. Furthermore, it has the highest BI co-occurrence signal among the candidates.",1. 专柜正品名牌2019新款全自动机械表瑞士邦顿超薄钻石女款大气手表; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. 凉鞋女夏2019新款韩版平底交叉带凉鞋厚底罗马chic百搭ins港风潮; B. 夏季休闲裤男士宽松运动裤男装棉麻亚麻短裤潮流中裤五分裤七分裤; C. 【下】ELLE女包18年新品80102牛皮花朵花边单肩斜挎手提包; D. 西遇女鞋2017秋季新款英伦头层牛皮圆头系带低帮休闲小皮鞋女单鞋; E. 小瑞靓包 复古拼色锁扣小方包女2019新款撞色欧美时尚手提斜挎包; F. 秋冬荷叶边鱼尾裙修身包臀内搭打底过膝中长款毛线针织毛衣连衣裙; G. 森系小包包女2018秋冬新款潮港风复古简约斜挎包锁扣豆腐包小方包; H. 半身裙女春2019新款高腰chic针织裙a字包臀裙不规则毛线短裙子; I. 玛玛绨2018秋装新款时尚印花休闲运动裤松紧腰校服长裤哈伦裤潮女; J. 优哈夏天小包包女士2019上新款时尚链条单肩小方包百搭ins斜挎包
pog_dense,18626,27776,I,F,F,0,0,both_fail,True,10,True,E,0,both_fail,metadata_fit|bi_signal|ui_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal,ui_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[3701, 30641]","[28993, 11513, 20254, 14398, 25887, 20089, 19961, 9103, 27776, 13868]","[28993, 11513, 20254, 14398, 25887, 20089, 19961, 9103, 27776, 13868]","The partial outfit consists of a pair of retro leather shoes and a beret, suggesting a 'college/retro' style. Candidate F (retro leather lace-up shoes) matches the style and category of the existing items perfectly. It has the highest embedding similarity (0.822) and a positive UI signal, making it the most logical stylistic addition.",1. 伯爵猫ins春季小皮鞋女复古真皮圆头学院风软妹森女厚底单鞋学生; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子,A. 已下架; B. 【重复下架】唐狮2018早秋冬装新款女毛衣宽松; C. BANANA BABY春秋新款高腰条纹牛仔裤女韩版直筒刺绣九分休闲裤子; D. 高跟拖鞋女夏2019新款时尚百搭穆勒鞋铆钉尖头细跟半包头凉拖外穿; E. 春秋真皮深口尖头高跟中跟面试皮鞋上班工作职业妈妈全黑色单鞋女; F. 鞋大师2019春新款阿希哥同款复古真皮系带小皮鞋女英伦牛津鞋单鞋; G. 【13C】长短款双面羊毛呢大衣女2018新款冬季呢子小外套学生GL36; H. 梅子熟了 文艺小清新网纱半身裙复古chic很仙的蛋糕裙女2019春装; I. 小宜定制 黑色打底裤女外穿秋季韩版高弹力紧身小脚裤显瘦铅笔裤; J. 柜面款 松茸印花   全真丝  精致领口系带连衣裙
pog_dense,18636,3093,C,F,C,0,1,fail_to_success,True,10,True,C,1,both_success,bi_signal,bi_signal,,high,"[4549, 3743]","[10914, 16106, 3093, 20716, 25564, 116, 30658, 2698, 3927, 2832]","[10914, 16106, 3093, 20716, 25564, 116, 30658, 2698, 3927, 2832]","The partial outfit consists of a men's watch and a men's casual T-shirt. Option C is a men's/unisex hoodie, which is the only item in the list that matches the gender and casual style of the existing items. Furthermore, it has a positive BI co-occurrence signal (2), whereas all other options have zero signals.",1. 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表; 2. 吃茶去男款蓝标有机棉圆领短袖T恤 白黑素色打底纯色 休闲文艺,A. 素木松紧腰黑色牛仔裤女春秋2018新款韩版显瘦修身小脚裤长裤子; B. Furla 芙拉女士单肩包 820677PETALO; C. 炉品新款秋季纯色潮牌chic连帽加绒卫衣外套oversize宽松情侣上衣; D. 一款两戴耳环女超仙气质韩国个性耳钉百搭长款流苏吊坠纯银耳坠潮; E. 卡哇伊 疯帽子定型毛呢贝雷帽女秋冬韩版日系可爱蝴蝶结画家帽; F. HAVERICE饭馆 裤型狂赞!复古大格子高腰直筒锥型植绒八分格纹裤; G. 回力女鞋内增高帆布鞋女2019春季学生韩版百搭板鞋松糕厚底布鞋女; H. clarks其乐2019春季新款女鞋Couture Bloom休闲平底一脚套单鞋女; I. 三彩2018春装新品 宽松长袖白衬衫100%棉圆领衬衣套头纽扣小衫女; J. 依思q春季新款韩版百搭chic复古浅口尖头网红单鞋中跟粗跟女鞋子
pog_dense,18660,27776,G,E,G,0,1,fail_to_success,True,10,True,G,1,both_success,bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[3033, 30641]","[17229, 20024, 16866, 25268, 22946, 12910, 27776, 931, 6074, 4007]","[17229, 20024, 16866, 25268, 22946, 12910, 27776, 931, 6074, 4007]","The partial outfit consists of a winter coat and a beret. Option G (black leggings) is a highly complementary item for a winter outfit, supported by the highest BI co-occurrence signal (12) and a strong BI LightGCN similarity score (0.845).",1. MG小象棉衣女2018新款冬季中长款面包服学生保暖棉服黑色棉袄外套; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子,A. 花织锦2018春新款显瘦度假绣花无袖白色仙女长裙桑蚕丝真丝连衣裙; B. 热风2018年夏新款潮流时尚条纹女士夹脚拖平底休闲人字拖H61W8203; C. 2018早秋连衣裙蕾丝雪纺拼接蝴蝶结名媛印花宽松蛋糕短裙衬衫裙; D. ZENGLIU字母耳环女不对称耳坠气质韩国个性潮耳钉简约hiphop耳饰; E. 妙侣2018秋冬新款平底针织弹力小短靴女平跟个性复古风休闲马丁靴; F. 原创手作美国14k包金耳环天然淡水珍珠耳钉绿玉髓大方简约耳饰品; G. 小宜定制 黑色打底裤女外穿秋季韩版高弹力紧身小脚裤显瘦铅笔裤; H. 奈看 风衣女中长款2018新款韩版秋季薄款宽松外套插肩袖大衣chic; I. 百语粗跟单鞋女2019春季新款百搭绒面高跟鞋尖头职业女鞋小码; J. 微笑向暖 复古立领刺绣加厚棉衣短款棉服女学生2018新款冬季外套
pog_dense,18884,16507,D,D,D,1,1,both_success,True,10,True,D,1,both_success,bi_signal|embedding_similarity,bi_signal|embedding_similarity,,high,"[4549, 581]","[29717, 16554, 9151, 16507, 13575, 14943, 5001, 13164, 25718, 1282]","[29717, 16554, 9151, 16507, 13575, 14943, 5001, 13164, 25718, 1282]","The partial outfit consists of a men's watch and a men's hoodie from the brand 'GENANX'. Option D is a pair of men's shoes from the same brand ('GENANX'), which creates a cohesive style. Furthermore, it has a significant BI co-occurrence signal (53), indicating it is frequently paired with these types of items.",1. 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表; 2. GENANX闪电潮牌卫衣男宽松韩版潮流连帽卫衣套头男拼色印花青春,A. 白色细跟高跟鞋2018春秋季新款真皮女式皮鞋职业面试浅口尖头单鞋; B. 甜美名媛气质2018新款女装夏装短袖高腰印花大摆裙连衣裙中长款潮; C. betu/百图2017冬季新品韩版西装领长袖毛呢外套大衣女1711T45; D. GENANX闪电潮牌低帮板鞋套脚一脚蹬嘻哈简约英伦休闲青年潮松糕鞋; E. 卡罗莱女士手表机械表防水真皮带女表时尚潮流大盘夜光名牌手表女; F. 素觉925银简约气质女士耳坠韩国个性大气耳钉长款耳饰冷淡风耳环; G. 小瑞靓包锁扣半圆包包女2018新款简约时尚斜挎包手提包单肩小包潮; H. 【从前】十木米原创旅行文艺范2019夏款民族风亚麻连衣裙袍子; I. 冬季韩版2018流行咖色格子毛呢外套女中长款宽松学生呢子大衣秋冬; J. 升级版荔枝纹头层牛皮铂金包手提包女大容量手提迷你休闲时尚女包
pog_dense,18918,10169,D,E,D,0,1,fail_to_success,True,10,True,B,0,fail_to_success,bi_lightgcn_similarity,,bi_lightgcn_similarity,low,"[17457, 3319]","[26401, 26947, 11495, 10169, 4500, 25113, 10694, 28642, 22648, 27554]","[26401, 26947, 11495, 10169, 4500, 25113, 10694, 28642, 22648, 27554]","The partial outfit consists of elegant, sophisticated items (Matisse-style earrings and satin high heels). Option D (high-waisted straight-leg trousers) complements this formal/chic aesthetic better than the casual T-shirts, winter coats, or sandals provided in the other options. While the BI similarity scores are low across the board, Option D has the highest relative similarity among the clothing items that fit the style profile.",1. Mell 马蒂斯人像 小众法式不对称耳环夹女无耳洞高级设计感简约; 2. 鞋子女2019早春新款礼服尖头气质缎面粗跟透明高跟鞋百搭单鞋婚鞋,A. 凉鞋女学生夏2018新款百搭韩版粗跟一字包头编织两穿复古网红凉拖; B. MG小象2018冬季新款女巫帽棉服女韩版修身面包服学院风小个子棉袄; C. Lily夏新款女装绣字字母V领短袖冰丝T恤117219B8936; D. VNOOK2018春秋新款 超好穿 休闲百搭高腰纯色压褶直筒九分西裤 女; E. ZENGLIU冷淡风chic手链女简约韩版学生森系闺蜜气质ins网红手饰品; F. 艳炟简约可爱蓝色小鱼迷你耳钉女925纯银气质个性甜美小清新耳饰; G. MALI/2018秋冬新款 小众特别款羊毛廓形双面呢长大衣+围巾; H. 莜原秋季2018新款女民族风半身裙刺绣花边百搭a字裙高腰复古短裙; I. 简约印花字母开叉短袖套头T恤女学生夏季新款韩版半袖上衣女装潮; J. 第二件半价原创春秋直筒裤女 不规则高腰文艺牛仔裤棉布长裤8768
pog_dense,18961,16814,B,B,B,1,1,both_success,True,10,True,,,,bi_signal|ui_signal,bi_signal,,high,"[22455, 12766]","[11858, 16814, 3538, 17716, 21010, 9793, 7963, 15112, 4923, 16067]","[11858, 16814, 3538, 17716, 21010, 9793, 7963, 15112, 4923, 16067]","The partial outfit consists of casual footwear (white sneakers) and leggings (black pencil pants). Option B (a white long-sleeve T-shirt) is a classic, versatile top that completes this casual, everyday outfit. Furthermore, it is the only option with a positive BI co-occurrence signal (bi_signal: 1), indicating it is frequently purchased or styled with similar items.",1. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; 2. 逸阳打底裤女外穿春秋薄款2019新款小脚紧身显瘦黑色铅笔高腰裤子,A. 施华洛世奇GIRLFRIEND手链女款 时尚简约可调手镯首饰配饰; B. 朴正义 2018秋装新款白色t恤女韩版宽松长袖纯棉内搭打底衫上衣; C. 于momo2018夏装新款甜美气质荷叶边露肩衬衫女一字肩挂脖心机上衣; D. 2019春款网红少女心仙女裙韩版刺绣网纱连衣裙女气质中长裙子潮; E. 宿本 赫本复古裙高腰2019夏装新款蕾丝连衣裙高领长袖中长款女; F. MG小象收腰格子连衣裙女秋季外搭无袖马甲中长款气质长袖衬衫裙子; G. 2018秋冬新款双面羊绒大衣女中长款焦糖色小矮个子毛呢外套韩版; H. 素木原创大码 印花高领长袖加厚卫衣女冬2018新款宽松打底衫L465; I. MASOOMAKE英伦百搭系带显瘦袜靴女 2018秋冬新款chic马丁靴女平底; J. 高领毛衣裙女套头秋冬2018新款宽松韩版中长款过膝打底针织连衣裙
pog_dense,18979,29124,A,A,A,1,1,both_success,True,10,True,A,1,both_success,ui_lightgcn_similarity|bi_lightgcn_similarity,bi_lightgcn_similarity,ui_lightgcn_similarity,medium,"[29018, 24227]","[29124, 3350, 7860, 27361, 6000, 1501, 13362, 7713, 23256, 26611]","[29124, 3350, 7860, 27361, 6000, 1501, 13362, 7713, 23256, 26611]","The partial outfit consists of winter items (over-the-knee boots and a padded cotton coat). Option A is a stylish, versatile shoulder bag that complements the winter outfit aesthetic. It also has the highest BI LightGCN similarity score (0.9596) among the candidates, suggesting a strong stylistic association with the existing items.",1. 一力米灰过膝长靴女2018冬季新款尖头高跟粗跟长筒靴弹力显瘦瘦靴; 2. 衣品乐原创大码韩版格子拼接连帽棉服女中长款冬装棉衣袄子Q390,A. 【南风】复古流浪包包女2019新款时尚百搭简约女包单肩斜挎链条包; B. 2018春装新款韩版连帽针织衫宽松毛衣女假两件长袖罩衫上衣红色潮; C. 玛玛绨2018夏装新款欧美潮牌bf风印花字母蓝色t恤女短款百搭上衣; D. 芮时 女人味十足的混色格纹荷叶边高腰小A短裙女; E. 三彩2018夏装新品 两穿一字领印花雪纺短裤喇叭袖松紧腰连衣裤女; F. 【悦大人】宽肩带徽章牛皮包包女2019新款单肩斜跨小方包真皮女包; G. StuckB咸鱼共和国丨软妹日系文艺风小皮鞋女JK制服鞋学生浅口米色; H. 冷淡风裙白色V领雪纺连衣裙超仙女夏2018新款中长公主裙吊带套装@; I. 太平鸟男装 黑色男士冬季高领毛衫刺绣毛线衫男士毛衣BWEB74374; J. FURLA/芙拉女款 黑红拼色牛皮单肩/斜挎包 BJN5 现货 瑕疵特卖
